,date,reviewNo,employeeType,position,summary,pro,con,advice,overallStar,reviewLink
800, 3 Feb 2018,empReview_19057825,Current Employee - Manager,I have been working at Accenture full-time,Good,Good environment in office.,Lots of people in the organisation,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19057825.htm
801, 4 Feb 2018,empReview_19067414,Current Employee - Senior Software Engineer,I have been working at Accenture full-time (More than 5 years),Senior Quality Analyst,Good services based company lot to deep dive on the technology,Pay out is very mininmal and market corrections are not upto mark,Try to improve on the Internal strategies which could bring benefits to the employees,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19067414.htm
802, 17 Feb 2018,empReview_19290450,Current Employee - Applications Development Programmer Analyst,I have been working at Accenture full-time (More than a year),Policies are good but people made it fail for organisation,As a organisation Accenture is the best.,First need to get good project which can teach you a lot technically then it is really good to work with. Also some of the leads and managers in Accenture are really villions so that you are dying to free from the best organisation,Please always look forward to all the project leads and managers that what are they doing. Means they are giving the right compensation to the liable employee or not. Also discuss with employees too that they are happy or not.,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19290450.htm
803, 2 Feb 2018,empReview_19055486,Former Employee - Anonymous Employee,I worked at Accenture full-time (More than 3 years),Good organization to start your career,-Employee friendly.-Work from home (based on project).-Exposure to new technology.,-Might not be pay master in industry.,None,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19055486.htm
804, 2 Feb 2018,empReview_19056569,Former Employee - Finance Associate,I worked at Accenture full-time (Less than a year),Finance Associate,Great place to start. Good company to work. Decent environment. Sometimes more workload. Looks great on a resume. Will build skills quickly.,"Rough work-life balance. Low pay, and slow to increase pay. Up or out culture can end up spending 100% of the time on the road.",Nothing special,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19056569.htm
805, 2 Feb 2018,empReview_19041921,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than 3 years),Good to start a carreer,Nice learning growth with new opportunity,Management is not up to the mark,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19041921.htm
806, 2 Feb 2018,empReview_19054902,Current Employee - ASE,I have been working at Accenture full-time (More than 3 years),Best place to work,Work Friendly environment best people,Less opportunity in technology,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19054902.htm
807, 16 Feb 2018,empReview_19289384,Current Employee - Senior Software Engineer,I have been working at Accenture full-time (More than 3 years),Good company to start with,"Friendly environment, a lot to learn as a fresher if you get a good project.",Not everyone gets the project and the technology they want to work in,None,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19289384.htm
808, 16 Feb 2018,empReview_19289492,Former Employee - SQL Database Administrator,I worked at Accenture full-time (More than 3 years),Nice environment big company,employee friendly initiatives and policies but Everything depends on projects,Hiring and firing culture is not,Hire best product so that don't have to fire based on a person's rating,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19289492.htm
809, 16 Feb 2018,empReview_19289609,Former Employee - Associate,I worked at Accenture full-time (More than a year),"Less salary to the freshers,","Good transport facility, canteen is best in terms of quality & service.Good infrastructer, Overall very good admin facilities.",Very less salary to the freshers.Project management just try to manupulate lower level employees as they are freshers.,Try to keep transparency with lower level employees.,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19289609.htm
810, 17 Feb 2018,empReview_19289935,Former Employee - Software Engineering Analyst,I worked at Accenture full-time (More than 3 years),Software engineer analyst,1. Great work environment.2. Mostly the work life balance is at equilibrium.3. Cab facilities and cafeteria is wonderful with affordable prices.4. Salary for a lateral join is good.,"1. Very low hike now a days.2. Mandatory 9 hour log in3. Growth and work depends solely on a project, you may get fired if project is not doing well.4. Onsite opportunity is v low.5. HR are pathetic",Please rate a employee based on their true performance.,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19289935.htm
811, 1 Feb 2018,empReview_19025042,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than 3 years),SAP Security and GRC Analyst,Good work cultureSupportive peer groupBrand valuework life balanceDecent salary and increments,Exposure to new technologies and skills should be more within a project,None,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19025042.htm
812, 1 Feb 2018,empReview_19027921,Former Employee - Anonymous Employee,I worked at Accenture full-time (More than a year),Great place to start your career.,If you are passionate about learning new tool or technology Accenture passionatly supports you.,I didn't have any major negative experience in the company.,None,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19027921.htm
813, 16 Feb 2018,empReview_19278887,Former Employee - Senior Software Engineer,I worked at Accenture full-time,not the same accenture I started my career at,"* still not the worst* though lot of them have left, few good managers are still there","* has become an ""Indian MNC""* The new CEO focus more on cost cutting, for example, reduced transportation* politics is more prominent now* One of the worst HR people","Cost cutting is fine, but employee happiness should be primary focus.",2.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19278887.htm
814, 16 Feb 2018,empReview_19280995,Former Employee - Senior Software Development Engineer,I worked at Accenture full-time (More than a year),High variable getting low salary,Some projects are great. They have the onsite opportunity.Team Leads level persons are good. Very helpful.,"low hike, politics, If you have the honey tongue you will survive.",None,2.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19280995.htm
815, 1 Feb 2018,empReview_19021809,Former Employee - Information Security Analyst,None,Accenture,Good work life balance and work cultureGreat place to workGood technical exposure and the best team to work within.,"Work is monotonous.If new you get to learn how a large org handles information security however, it is repetitive",None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19021809.htm
816, 1 Feb 2018,empReview_19022555,Former Employee - Anonymous Employee,I worked at Accenture full-time (More than 3 years),Software engineer,Good culture. Work life balance is good.,Nothing to say .. ... ... .....,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19022555.htm
817, 1 Feb 2018,empReview_19027648,Former Employee - Consultant,I worked at Accenture full-time (More than 5 years),Consultant,Felixblilty to move across vertical domainsLeading in Digital Space,Strategy Practice is not intellectual enough to compete with MBB,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19027648.htm
818, 1 Feb 2018,empReview_19037760,Former Employee - Applications\Analyst,I worked at Accenture full-time (More than a year),Overall good experience at Accenture,Overall good experience at Accenture,Nothing worth mentioning in this,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19037760.htm
819, 1 Feb 2018,empReview_19039251,Current Employee - Procurement Analyst,I have been working at Accenture full-time (More than a year),I am currently working as a procurement analyst at Accenture,Good to learn new stuffs professionally. Great working environment. Colleagues are helpful and exhibit good team spirit.,Night shifts are a bit tough to handle and takes toll on health of an individual on the long run.,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19039251.htm
820, 15 Feb 2018,empReview_19263425,Current Employee - Analyst,I have been working at Accenture full-time (More than 3 years),Like at Accenture India,"Good Name in the industry, multinational company thus opportunity of Onshore opportunities.","Cut throat competition, Firing of allegedly under performing resources on a regular basis.",Needs better management and improved salary for lower career levels.,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19263425.htm
821, 15 Feb 2018,empReview_19265212,Former Employee - Team Lead,I worked at Accenture full-time (More than 5 years),Practices and Paradigms at Accenture,"Competitive package, Events, Wide array of technologies, R&D","Too Hierarchical, Clandestine moderation process with lack of transparency.",None,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19265212.htm
822, 15 Feb 2018,empReview_19267679,Former Employee - Applications Developer Analyst,I worked at Accenture full-time (More than 3 years),Application Development Analyst,Great learning experience. Some employees are experts in their fields. Energetic and collaborative team members.,Poor Management. Long working hours. Bad Work Life Balance.,None,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19267679.htm
823, 16 Feb 2018,empReview_19274470,Former Employee - Associate Software Engineer,I worked at Accenture full-time (More than 3 years),Good company to work with,Good company to work with,Work life balance is bad at times and in certain projects,None,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19274470.htm
824, 16 Feb 2018,empReview_19275152,Current Employee - CFM Senior Analyst,I have been working at Accenture full-time (More than 5 years),CFM Senior Analyst,"Flexibility, work from home and work life balance",Low Salary compared to market.,None,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19275152.htm
825, 31 Jan 2018,empReview_19007491,Former Employee - Anonymous Employee,I worked at Accenture full-time (More than a year),Excellent,Salary on time. You get paid on second last day of the month. Hr s are very friendly always helpul. Job safety.,As always there are politics. Transport service ain't that good,None,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19007491.htm
826, 31 Jan 2018,empReview_19008998,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than 3 years),Lot off opportunities and decent apprisal hike,Good yearly hike. Work driven atmosphere.,Performance bonus gets deducted huge amount which you will not have any formula to calculate. Some support projects are very bad in terms of working hours.,Less working hour and more employee centric goals.,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19008998.htm
827, 31 Jan 2018,empReview_19020223,Current Employee - Associate Manager,I have been working at Accenture full-time (More than 10 years),Great People to Work With,PeopleWork EnvironmentStandardsOpportunities to learn new technologies,FavoritismHR Policies*5 words are mandatory,Please do not try to change the work culture which existed for years.,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19020223.htm
828, 8 Mar 2018,empReview_19590686,Former Employee - Software Engineer,I worked at Accenture full-time (More than 8 years),worst place to work,"good copensations and hike, nothing else","lower management(TL, ASM) is pathetic.. I was working for WV project at pune location. don't value employee's skills n interest. make you work on any technology. full rat race between managers of the company. respect is the last thing you can expect.","Management need empower the employees and should not treat them as slaves. skip level meetings are rare, they need to work on that. processes are over burden for employees. no proper management guidelines, senior/delivery managers are made god n final authority.",1.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19590686.htm
829, 31 Jan 2018,empReview_19003690,Current Employee - Team Lead,I have been working at Accenture full-time (More than 5 years),TL,"Nice working environment, employee friendly",lack of onshore opportunitiesvariable pay amount is less,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19003690.htm
830, 31 Jan 2018,empReview_19013972,Current Employee - Video Conference,I have been working at Accenture full-time (More than a year),Video Conference,I want to work with Accenture to grow my technical skills and its help me to gain a lot of knowledge.,I don't know cons because i have never worked with Accenture.,Please send me jobs related video conference.,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19013972.htm
831, 14 Feb 2018,empReview_19240375,Current Employee - Tech Lead,I have been working at Accenture full-time (More than 3 years),Not good enough for loyal employees,Lot of projectsbetter hikes compared to other service companies,Office PoliticsHave to butter manager to get somewhereLess visibility of onshore positions unless you are lucky,Learn management,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19240375.htm
832, 14 Feb 2018,empReview_19255353,Current Employee - Applications Development Programmer Analyst,I have been working at Accenture full-time (More than 3 years),A good place for freshers,A good place to learnMany projects,Work life balance depends upon the projectLow HikeYou will alloted skill irrespective of your academic background,structure skills according to educational backgroundtransparency in management needed,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19255353.htm
833, 15 Feb 2018,empReview_19256580,Current Employee - Applications Developer,I have been working at Accenture full-time (More than 3 years),"Company to earn money, learn new technology and learn good politics",1. Good company to learn latest technologies.2. Bunch of projects to work on and get good exposure.3. Company is moving toward Automation and innovation ideas in all the client engagements which is good for the future growth for employees working iin,"1. Lots of politics, if you dont have talent or skill even then you get promotions and hikes if you praise your boss.2. Even if you propose any ideas, deliver good no matter you get good feedback from Client if you are not in boss team you are gone.",Management will never listen to the advises its against their policies.,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19256580.htm
834, 30 Jan 2018,empReview_18986267,Current Employee - Process Reviewer,I have been working at Accenture full-time (Less than a year),Operations,Good place to works and atmosphere.,One of the best company to work at.,None,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18986267.htm
835, 30 Jan 2018,empReview_18998407,Current Employee - Associate Manager,I have been working at Accenture full-time (More than 3 years),Review of Accenture work culture,"Good work culture, opportunity to learn, and grow.","Very Dynamic, and performance based evaluation.",None,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18998407.htm
836, 30 Jan 2018,empReview_18999037,Current Employee - Associate Applications Developer,I have been working at Accenture full-time (More than a year),Software Developer,best work ethics and support,none at the moment. all work is smooth and well planned,keep it up,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18999037.htm
837, 14 Feb 2018,empReview_19255415,Former Employee - Pega Tech Lead,I worked at Accenture full-time (More than 10 years),Offshore and onshore model,Good response even after resigning (1) To get experience certificate for such later purpose to get visa in new company (2) Final Settlement is so quick.But these are expected response of MNC like Accetnure. I work there for 12 years so checks my cons...,1) Accenture offshore takes instruction from onshore (assumed they consider each and every one at onshore of Accenture as GOD). So NO QUESTIONED to be asked god like master and slaves.2) Accenture does BG for employee and keep them even if BG fails. But they ask employee to leave if they are in bench. Expected outcome is same outcome if a person in project or bench.3) IF YOU RESIGN WHEN IN BENCH - you will be asked to leave company in 1 WEEK to save some cost to company !!! This happened to my close friends !!! BIGGEST PAIN AREA SOME TIME (still depends up on individuals)4) Offshore manager/ director at India as QUESTIONED BY onshore Accenture of Developer level too. Offshore manager/ director has NO CHOICE rather obey to orders of even developer / tester (i.e junior level) of onshore ---- WHICH MEANS TEAM OF offshore SUFFERS for NOTHING till they WORK in Accenture5) Ready for late evening work and happy weekend work......,Read my cons and provide solution in future,2.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19255415.htm
838, 30 Jan 2018,empReview_18983890,Current Employee - Java Developer,I have been working at Accenture full-time (More than 3 years),Application Development Analyst,Work life balance is good in this company.,Management is not good in one of the project where I have worked.,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18983890.htm
839, 30 Jan 2018,empReview_18986287,Former Employee - Analyst,I worked at Accenture full-time (More than 3 years),Application Development Analyst-- A good company to work with,"- Ample of opportunity to learn and grow.--managers, HR are reachable for any kind of queries.---Work life balance greatly maintained if you get a good project (banking domain preferable)---- Join Before may and get joining bonus if applicable, it was for me--10% of fixed.-----leave encashment in based on fixed salary(unique policy)","--Biggest mistake of Accenture, adopting Performance Achievement policy and over comming from bell cure , higly misused tool as manager has complete hold on you.--its all decided from before, they say no more comparision with the peers, but same is followed.just name changed rest all same.--Poor appraisal even some get negative(-), surprising-- Every project ask you to change your skills( learn some thing not related to you primary skills.",Please educate Leads and manager on new appraisal policy(Performance Achievement),4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18986287.htm
840, 30 Jan 2018,empReview_18992544,Former Employee - Software Engineering Senior Analyst,I worked at Accenture full-time (More than 5 years),Great Place To Work,Wonderful team culture and strong values,Too many people in the service industry. Lesser visibility.,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18992544.htm
841, 13 Feb 2018,empReview_19221258,Current Employee - Manager,I have been working at Accenture full-time (More than 3 years),Just OK company for top performers,"multi national, good processes and procedures, spend lot of time and money on training, lot of focus on Digital and analytics work","very adhoc..too big organization..if you don't have friends, it will be really difficult first few months in the organization and also until you get a project",None,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19221258.htm
842, 13 Feb 2018,empReview_19236754,Current Employee - Senior Test Analyst,I have been working at Accenture full-time (More than 3 years),Good Place to Work,Great place to learn and work.,Salary increments are less .,None,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19236754.htm
843, 29 Jan 2018,empReview_18967150,Current Employee - ASE,I have been working at Accenture full-time (Less than a year),Very good company for freshers,- good work atmosphere-good amenities,crowded cafeteriasmany people will be there for competition,increase the facilities provided for employee.,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18967150.htm
844, 29 Jan 2018,empReview_18967208,Former Employee - Anonymous Employee,I worked at Accenture full-time (More than a year),Amazing Company to work with,Almost everything is good about Accenture. Its one of the best companies to work with.,"Since, its a very big organization the growth is very slow in it.",Nil,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18967208.htm
845, 29 Jan 2018,empReview_18979454,Former Employee - Software Engineer,I worked at Accenture full-time (More than a year),Good Company,"Self Paced Training, Process oriented, balanced life",No serious cons to say at my level,None,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18979454.htm
846, 29 Jan 2018,empReview_18980463,Former Employee - Executive Assistant,I worked at Accenture full-time (More than 5 years),Sr Administrative Assistant,"Employee friendly, equal opportunity to learn, Unbiased",Seating is not planned properly,Health benefits to be increased for lower level employees,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18980463.htm
847, 29 Jan 2018,empReview_18980856,Former Employee - Supplier Administration Associate,I worked at Accenture full-time (More than 3 years),Accenture Operations,Best culture and values.. Best collaboration and people engagements at work.,Only working in night shifts may be the downside as feel myself,None,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18980856.htm
848, 30 Jan 2018,empReview_18981334,Former Employee - Applications Development Senior Analyst,I worked at Accenture full-time (More than 3 years),Application development senior analyst,Excellent place to start as a fresherGood pay and hike,Getting promotion is a hard part which sometimes are not decided based on an individuals work,Encourage freshers in learning,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18981334.htm
849, 12 Feb 2018,empReview_19200238,Current Employee - Team Lead,I have been working at Accenture full-time (More than a year),Not the Accenture we used to know,Becoming more Indian than Indian company. MNC culture is getting obsolete,1. Work from home stopped2. Too much politics3. You can grow if only and if either you are having link with some top management else keep on working like slaves4. Too much fakeness so many relative are working in same project which ideally should not happen because it hampers transparency5. Forget the variable component of your CTC and never get into the trap of hiring member,People are assets not liabilities unnecessary work pressure will only degrade the work life balance.,2.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19200238.htm
850, 29 Jan 2018,empReview_18979664,Current Employee - Senior Analyst,I have been working at Accenture full-time (More than 3 years),One of the best company to work,Best place to workExcellent care for peopleExcellent policies for people,Good Projects are very few,Hire a skill person in which he is good at like programmming or sql. Dont throw that person to do different things which he/she doesnt like.,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18979664.htm
851, 12 Feb 2018,empReview_19199613,Former Employee - Associate Applications Developer,I worked at Accenture full-time (More than a year),Very good company good environment,"Depends on project and manager with whom you work with, My first manager made me work 12 hours a day my second one was pretty chilled and good in nature and so was my team in my second project","Formal dressing, IT firms work on intellectual assets and focus should be on generating intellectual assets and not on clothes",Make sure to put up a system where even employees can review their managers,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19199613.htm
852, 28 Jan 2018,empReview_18954140,Current Employee - SAP TM FUNCTIONAL CONSULTANT,I have been working at Accenture full-time (More than a year),Company review,Work culture. Work life balance.,Non as i know as of now.,Keep up the great work.,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18954140.htm
853, 28 Jan 2018,empReview_18960419,Current Employee - Client Services Manager,I have been working at Accenture full-time (More than 10 years),Service manager,Inclusive environment which helps person to grow,Difficult to change the profile,Keep up the good work,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18960419.htm
854, 5 Mar 2018,empReview_19534734,Former Employee - Associate Manager,I worked at Accenture full-time (More than 8 years),Idc pune,"Decent pay package but hikes are not as per market standard ,Good learning oppurtunity , one can get cross trained in new it technology but lacks real implementation exposure, as most of them are only on papers or ppt.","Its working on frenchise or factory model, the Idc run by mostly non-tech inefficient people, who promote their own lobby . So if you are business analyst its good but if in technology then better to go into technology delivery company than here.",They should value the talent than creating own lobby and playing politics in name of moderation and talent discussion! If this continue difficult to find growth in future .most of the management people Here are unemployable elsewhere!!,1.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19534734.htm
855, 5 Mar 2018,empReview_19545090,Current Employee - ASE,I have been working at Accenture full-time (More than a year),"Typical office, encourages friendly companionship and responsibilities only on paper.",None as I have'nt been happy at all in this company.This company encourages employee harrassments.,There are no pros. This company is waste of time to attend.Not the office if you have serious goals on your career.,If you dont have enough projects to accomodate stop recruiting people on a bulk and stop harrassing them .,1.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19545090.htm
856, 28 Jan 2018,empReview_18950902,Current Employee - IT Operations Associate,I have been working at Accenture full-time (More than a year),Very employee friendly company,Very good work atmosphere and an women friendly company.,A bit of cost cutting in Kolkata location.,NA,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18950902.htm
857, 28 Jan 2018,empReview_18951612,Current Employee - Applications Development Analyst,I have been working at Accenture full-time (More than a year),Accenture Review,Employee FriendlyFree Transport Facility,Large Bench PoolCafeteria food is not upto the mark,Please don't hire employees if you don't have enough requirement.,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18951612.htm
858, 28 Jan 2018,empReview_18951836,Current Employee - Applications Development Programmer Analyst,I have been working at Accenture full-time (Less than a year),Accenture Good place to work,Free Shuttle and cab service,No human touch everything is digitized,NA,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18951836.htm
859, 28 Jan 2018,empReview_18956234,Current Employee - Software Analyst,I have been working at Accenture full-time (More than 5 years),Employee Review,Best Core Values and Company stick to it :),Can bring up more initiative campaign for Employee well-being.,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18956234.htm
860, 28 Jan 2018,empReview_18957795,Current Employee - QA Analyst,I have been working at Accenture full-time (Less than a year),good,facilities are very good and best place to learn,nothing major cons in this company,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18957795.htm
861, 28 Jan 2018,empReview_18957946,Former Employee - Senior Software Engineer,I worked at Accenture full-time (More than 5 years),A good service based company,- Has good and stable processes,- Less career switching opportunity,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18957946.htm
862, 27 Jan 2018,empReview_18949330,Former Employee - Senior Drug Safety Associate,I worked at Accenture full-time (More than 3 years),Pharmacovigilance,"Work culture, salary, environment, friendly, hikes","Shift, timing, onsite, food facility",None,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18949330.htm
863, 10 Feb 2018,empReview_19180342,Former Employee - Anonymous Employee,I worked at Accenture full-time (More than 5 years),"More management levels, less quality work",Hike is good compared to other Indian MNCs,Less quality work. More management levels.,None,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19180342.htm
864, 10 Feb 2018,empReview_19184724,Current Employee - Systems Engineer,I have been working at Accenture full-time (Less than a year),System Engineer,"Good culture,Hard work can give you recognition",Overloaded with work.Not much quality work to do.,Do not put much stress on Employee.,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19184724.htm
865, 10 Feb 2018,empReview_19185110,Current Employee - Systems Engineer,I have been working at Accenture full-time (More than 5 years),system engineer,"infrasrtucture IT infrastructure management, networking& System administration, technical support implementation .",no web apps including publishing and maintenance.,web apps including publishing and maintenance.,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19185110.htm
866, 26 Jan 2018,empReview_18928162,Current Employee - Test Analyst,I have been working at Accenture full-time (Less than a year),great company to work with,Good appraisalmanager and team lead are supportive.No time constraint but it depens upon project you work. so you have liberty.,Hike is not upto the mark,None,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18928162.htm
867, 26 Jan 2018,empReview_18930440,Current Employee - Software Applications Engineer,I have been working at Accenture full-time (More than 3 years),Fine,It is a good compnay to work.good environment good cafeteria,Nothing . It is a good compnay to work.good enviormnet and good cafeteria,Na,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18930440.htm
868, 27 Jan 2018,empReview_18940165,Former Employee - Applications Test Analyst,I worked at Accenture full-time (More than 3 years),my perspective,"It is highly process oriented and one of the best companies to work with, be it as a fresher or experienced professional.",Due to increasing work force the quality of the professional are getting compromised.,None,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW18940165.htm
869, 10 Feb 2018,empReview_19179440,Former Employee - SAP HANA Consultant,I worked at Accenture full-time (More than 5 years),Not a great place to work,"Transport facility is good.Lots of good projects, but still Accenture has old clients using outdated technology.Flexible working hours for managers.",Lack of transparency in promotions. Hikes are way too less. Very difficult to get roll off from projects using outdated technology. Less appreciation and recognition.,"Dear Management,Your speeches at Town halls are too boring. People attend because they are forced to do so by their managers.",2.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19179440.htm
